2.73021 -0.635179 -2.0156311988830566
-0.0783281 2.00743 -0.00025060016196221113
-0.43491 1.86084 -0.024759681895375252
1.72186 0.45443 -0.1501293182373047
1.66121 0.925159 -0.030346553772687912
0.51265 1.01132 -2.3445355892181396
-1.82224 -1.6239 -0.607245922088623
2.1681 1.02971 -0.5004897117614746
1.8889 -0.79428 -0.007535367272794247
1.55115 -1.71296 -0.3020656704902649
1.60563 -1.08556 -0.011946363374590874
-2.70361 0.0948228 -1.554405927658081
-1.47921 -1.35823 -0.00020976722589693964
2.4441 -1.60122 -2.65598464012146
-0.928748 1.8902 -0.03514501079916954
2.36907 -0.628905 -0.6359681487083435
-1.5555 0.970686 -0.08660595864057541
2.01635 1.15428 -0.3267706334590912
-0.655627 -1.7095 -0.08934711664915085
0.0865838 -1.94475 -0.008886050432920456
0.498307 2.10259 -0.08083672821521759
-0.789543 -2.31279 -0.6156213879585266
2.68238 0.79507 -1.9886778593063354
0.574274 2.04033 -0.0447060689330101
-2.02833 -0.148827 -0.003566324943676591
-1.24408 -1.14286 -0.3015974760055542
-1.54654 -0.587079 -0.3736439049243927
-1.39858 1.62545 -0.06509306281805038
2.19228 -0.425765 -0.17001064121723175
2.19228 -0.425765 -0.17001064121723175
1.68976 0.0287846 -0.3002939224243164
1.19795 1.44387 -0.047955408692359924
-1.46751 0.590275 -0.54660564661026
-0.113591 -2.11511 -0.04363146796822548
-2.04483 0.0773633 -0.006698391400277615
2.11482 -0.556119 -0.10895295441150665
-0.9626 0.969455 -1.2554081678390503
1.96198 -0.990869 -0.12251096963882446
-2.11072 0.650222 -0.13598957657814026
2.16949 0.468922 -0.15068835020065308
-0.472287 1.66281 -0.2302071899175644
-0.426193 -1.96293 -0.00023440418590325862
1.11773 -1.42802 -0.10876021534204483
-0.602861 -2.02492 -0.039728980511426926
-1.76416 0.324307 -0.13297416269779205
-2.12071 -0.345321 -0.06904210150241852
-1.9863 -0.985403 -0.14756019413471222
-0.30904 -1.56889 -0.5024174451828003
-2.49188 0.0569034 -0.7580875754356384
0.609415 -2.37268 -0.6319411993026733
0.00450955 2.16185 -0.08186284452676773
0.801968 2.12635 -0.23214100301265717
-0.106897 -1.39821 -1.1164281368255615
-1.76423 1.57591 -0.41765958070755005
0.137126 1.32667 -1.3872108459472656
-0.128414 -3.07285 -3.6148951053619385
-2.27737 -0.262443 -0.26726439595222473
-2.27737 -0.262443 -0.26726439595222473
-1.23294 0.0319568 -1.8367289304733276
0.0577505 1.94902 -0.007851687259972095
1.27717 1.34084 -0.06867403537034988
-0.351884 1.65499 -0.2964767813682556
1.30161 0.495773 -1.1520251035690308
0.718554 -1.55775 -0.25296035408973694
-0.281572 -2.38157 -0.49539273977279663
-2.52976 -0.7046 -1.2248276472091675
2.30082 -1.24897 -1.1933643817901611
2.30082 -1.24897 -1.1933643817901611
0.407153 -2.14528 -0.10531062632799149
1.35712 -0.426387 -1.0421286821365356
1.67184 -1.75874 -0.5686055421829224
-1.34073 0.593686 -0.8901150822639465
-2.6171 -0.715581 -1.5894014835357666
1.44037 -1.03682 -0.1585901379585266
-1.8596 1.91056 -1.3867353200912476
-2.10753 1.59985 -1.3040410280227661
-1.80562 -1.63564 -0.5948841571807861
0.277815 2.33229 -0.3801461458206177
2.44811 0.268402 -0.669264554977417
2.38394 -0.322014 -0.5140734314918518
0.508955 2.32318 -0.44717350602149963
1.2871 -1.24117 -0.1403808444738388
-1.42117 -0.598516 -0.6553369760513306
-1.92434 -0.231829 -0.011914737522602081
1.92611 0.925354 -0.0585319958627224
-0.388523 2.71474 -1.7223787307739258
-2.06708 -0.197692 -0.018292926251888275
0.146083 -1.39077 -1.1309248208999634
-0.166179 -2.01034 -0.0009241661173291504
-0.260275 1.70134 -0.2430262565612793
-0.272858 2.04142 -0.011090953834354877
2.46399 -0.671988 -0.9590486288070679
-2.26055 0.359688 -0.2609829604625702
-1.33765 1.93355 -0.38533076643943787
-0.323405 -1.78169 -0.11185511201620102
-1.97356 0.257455 -0.00029526479193009436
0.43427 -2.56198 -1.1194926500320435
-0.841075 2.74284 -2.3593432903289795
-0.841075 2.74284 -2.3593432903289795
-1.46998 -0.834159 -0.2999976575374603
#accratio: 0.251
